cell_id	coords
2808	[[2795, 3143], [2790, 3139], [2788, 3135], [2788, 3125], [2789, 3124], [2789, 3122], [2791, 3118], [2798, 3111], [2802, 3110], [2806, 3108], [2809, 3105], [2813, 3103], [2815, 3103], [2816, 3102], [2828, 3102], [2832, 3104], [2834, 3107], [2834, 3115], [2833, 3116], [2832, 3121], [2828, 3128], [2824, 3132], [2823, 3132], [2819, 3136], [2816, 3137], [2814, 3139], [2807, 3143], [2802, 3143], [2801, 3144], [2795, 3143]]
2809	[[1500, 3157], [1496, 3155], [1488, 3148], [1485, 3142], [1484, 3136], [1483, 3135], [1483, 3128], [1484, 3127], [1485, 3122], [1489, 3114], [1491, 3112], [1491, 3111], [1499, 3103], [1510, 3098], [1512, 3098], [1513, 3099], [1522, 3099], [1523, 3100], [1525, 3100], [1531, 3103], [1537, 3109], [1537, 3110], [1539, 3112], [1539, 3114], [1542, 3120], [1540, 3124], [1540, 3129], [1539, 3130], [1538, 3135], [1535, 3140], [1535, 3146], [1534, 3148], [1530, 3153], [1529, 3152], [1521, 3156], [1509, 3156], [1508, 3157], [1500, 3157]]
2810	[[4175, 3142], [4169, 3138], [4169, 3137], [4166, 3133], [4166, 3121], [4168, 3117], [4168, 3114], [4170, 3110], [4173, 3107], [4177, 3105], [4185, 3105], [4189, 3107], [4193, 3113], [4193, 3115], [4194, 3116], [4194, 3128], [4193, 3129], [4193, 3131], [4192, 3132], [4191, 3132], [4189, 3135], [4182, 3138], [4177, 3142], [4175, 3142]]
2811	[[2484, 3157], [2478, 3153], [2477, 3151], [2477, 3148], [2476, 3147], [2476, 3143], [2477, 3142], [2477, 3140], [2479, 3136], [2482, 3133], [2482, 3132], [2489, 3126], [2491, 3126], [2492, 3125], [2499, 3125], [2503, 3127], [2509, 3134], [2509, 3136], [2510, 3137], [2510, 3142], [2509, 3143], [2509, 3145], [2507, 3147], [2507, 3148], [2502, 3153], [2500, 3154], [2498, 3154], [2497, 3155], [2495, 3155], [2491, 3157], [2484, 3157]]
2812	[[3260, 3211], [3254, 3207], [3253, 3203], [3252, 3202], [3252, 3200], [3251, 3199], [3251, 3193], [3252, 3192], [3252, 3189], [3253, 3188], [3254, 3184], [3262, 3176], [3263, 3176], [3266, 3173], [3267, 3173], [3271, 3170], [3278, 3169], [3279, 3170], [3281, 3170], [3285, 3172], [3290, 3178], [3291, 3180], [3291, 3188], [3290, 3189], [3290, 3192], [3287, 3198], [3279, 3206], [3278, 3206], [3273, 3210], [3267, 3211], [3266, 3212], [3265, 3211], [3260, 3211]]
2813	[[3462, 3209], [3458, 3209], [3457, 3210], [3450, 3210], [3449, 3209], [3446, 3209], [3446, 3205], [3445, 3204], [3445, 3200], [3444, 3199], [3444, 3195], [3443, 3194], [3443, 3189], [3446, 3185], [3452, 3185], [3453, 3186], [3455, 3186], [3457, 3188], [3458, 3188], [3464, 3195], [3464, 3202], [3463, 3203], [3463, 3206], [3462, 3207], [3462, 3209]]
2814	[[3423, 3244], [3420, 3241], [3419, 3241], [3416, 3238], [3416, 3235], [3415, 3234], [3415, 3226], [3414, 3225], [3417, 3221], [3418, 3215], [3419, 3214], [3419, 3212], [3422, 3206], [3425, 3203], [3430, 3194], [3436, 3189], [3440, 3189], [3441, 3190], [3443, 3190], [3443, 3194], [3444, 3195], [3444, 3199], [3445, 3200], [3445, 3204], [3446, 3205], [3446, 3220], [3447, 3221], [3448, 3226], [3446, 3228], [3446, 3229], [3436, 3238], [3429, 3242], [3427, 3242], [3423, 3244]]
2815	[[1527, 3224], [1521, 3227], [1513, 3228], [1512, 3229], [1509, 3229], [1504, 3225], [1503, 3221], [1502, 3220], [1502, 3211], [1503, 3210], [1503, 3207], [1504, 3206], [1504, 3203], [1505, 3202], [1505, 3198], [1506, 3197], [1507, 3192], [1509, 3192], [1510, 3193], [1517, 3193], [1518, 3194], [1520, 3194], [1524, 3196], [1528, 3201], [1530, 3205], [1530, 3207], [1531, 3208], [1532, 3216], [1531, 3217], [1530, 3221], [1527, 3224]]
2816	[[2044, 3206], [2043, 3204], [2044, 3203], [2045, 3196], [2046, 3195], [2046, 3193], [2049, 3187], [2057, 3181], [2059, 3181], [2060, 3180], [2064, 3180], [2066, 3181], [2067, 3184], [2067, 3186], [2068, 3187], [2068, 3191], [2069, 3192], [2069, 3196], [2068, 3197], [2068, 3200], [2067, 3201], [2067, 3207], [2065, 3208], [2052, 3208], [2051, 3207], [2047, 3207], [2046, 3206], [2044, 3206]]
2817	[[4595, 3228], [4591, 3228], [4585, 3225], [4582, 3223], [4580, 3219], [4580, 3217], [4579, 3216], [4579, 3212], [4578, 3211], [4578, 3205], [4577, 3204], [4578, 3194], [4579, 3193], [4580, 3187], [4582, 3183], [4584, 3181], [4585, 3178], [4588, 3176], [4595, 3176], [4596, 3177], [4598, 3177], [4602, 3179], [4606, 3183], [4610, 3191], [4610, 3206], [4609, 3207], [4609, 3210], [4607, 3213], [4607, 3215], [4604, 3219], [4603, 3222], [4598, 3227], [4596, 3227], [4595, 3228]]
2818	[[4400, 3211], [4395, 3208], [4393, 3204], [4393, 3197], [4397, 3189], [4404, 3183], [4406, 3183], [4409, 3181], [4418, 3181], [4422, 3183], [4427, 3189], [4429, 3193], [4428, 3199], [4426, 3203], [4421, 3208], [4417, 3210], [4400, 3211]]
2819	[[1817, 3262], [1814, 3255], [1812, 3253], [1813, 3245], [1816, 3247], [1822, 3248], [1825, 3252], [1827, 3255], [1830, 3255], [1836, 3252], [1838, 3252], [1844, 3245], [1846, 3238], [1851, 3233], [1851, 3234], [1852, 3236], [1852, 3239], [1853, 3240], [1853, 3249], [1852, 3251], [1846, 3256], [1845, 3256], [1844, 3258], [1841, 3261], [1840, 3261], [1837, 3264], [1819, 3263], [1817, 3262]]
2820	[[3639, 3270], [3634, 3275], [3632, 3276], [3630, 3276], [3626, 3278], [3616, 3278], [3600, 3270], [3591, 3261], [3591, 3260], [3593, 3256], [3597, 3252], [3601, 3251], [3605, 3248], [3607, 3249], [3610, 3249], [3611, 3250], [3616, 3250], [3617, 3251], [3623, 3252], [3628, 3255], [3631, 3255], [3637, 3258], [3640, 3263], [3640, 3268], [3639, 3270]]
2821	[[3902, 3261], [3899, 3258], [3897, 3258], [3893, 3256], [3887, 3250], [3887, 3238], [3891, 3231], [3899, 3225], [3903, 3223], [3905, 3223], [3906, 3222], [3913, 3222], [3914, 3223], [3916, 3223], [3918, 3225], [3922, 3227], [3927, 3233], [3929, 3237], [3928, 3245], [3927, 3246], [3927, 3248], [3925, 3250], [3924, 3253], [3922, 3254], [3919, 3254], [3916, 3256], [3912, 3256], [3911, 3257], [3909, 3257], [3902, 3261]]
2822	[[4932, 3304], [4930, 3302], [4927, 3301], [4923, 3296], [4919, 3294], [4917, 3294], [4913, 3291], [4911, 3283], [4912, 3282], [4912, 3279], [4913, 3277], [4918, 3272], [4920, 3271], [4922, 3271], [4930, 3267], [4943, 3267], [4944, 3256], [4944, 3262], [4945, 3263], [4945, 3267], [4946, 3268], [4946, 3270], [4952, 3278], [4952, 3280], [4954, 3284], [4954, 3287], [4951, 3290], [4945, 3293], [4944, 3295], [4938, 3302], [4936, 3301], [4933, 3301], [4931, 3303], [4932, 3304], [4932, 3304]]
2823	[[2690, 3298], [2689, 3297], [2685, 3296], [2681, 3292], [2681, 3285], [2682, 3284], [2682, 3282], [2684, 3278], [2684, 3275], [2689, 3268], [2689, 3267], [2695, 3261], [2699, 3259], [2706, 3259], [2709, 3263], [2709, 3265], [2710, 3266], [2710, 3277], [2709, 3278], [2708, 3284], [2706, 3288], [2697, 3297], [2695, 3298], [2690, 3298]]
2824	[[5511, 3289], [5505, 3289], [5504, 3288], [5501, 3288], [5496, 3283], [5495, 3279], [5494, 3278], [5494, 3270], [5493, 3269], [5493, 3263], [5492, 3262], [5492, 3259], [5495, 3256], [5498, 3250], [5501, 3247], [5503, 3247], [5504, 3246], [5512, 3248], [5521, 3259], [5521, 3270], [5522, 3271], [5522, 3275], [5521, 3276], [5520, 3281], [5519, 3283], [5515, 3287], [5511, 3289]]
2825	[[4762, 3325], [4753, 3325], [4751, 3323], [4750, 3323], [4746, 3319], [4745, 3317], [4745, 3314], [4744, 3313], [4745, 3307], [4749, 3300], [4755, 3295], [4757, 3295], [4758, 3294], [4766, 3294], [4768, 3295], [4772, 3300], [4774, 3304], [4774, 3313], [4773, 3314], [4773, 3316], [4768, 3322], [4762, 3325]]
2826	[[5838, 3342], [5832, 3338], [5830, 3334], [5830, 3322], [5833, 3316], [5833, 3314], [5834, 3312], [5838, 3308], [5838, 3307], [5847, 3299], [5849, 3298], [5852, 3298], [5853, 3297], [5858, 3298], [5862, 3304], [5862, 3306], [5863, 3307], [5863, 3311], [5864, 3312], [5864, 3317], [5863, 3318], [5862, 3324], [5858, 3331], [5855, 3334], [5854, 3334], [5851, 3337], [5850, 3337], [5843, 3342], [5838, 3342]]
2828	[[5269, 3319], [5264, 3316], [5260, 3315], [5257, 3313], [5255, 3309], [5255, 3305], [5257, 3303], [5257, 3302], [5262, 3298], [5265, 3292], [5272, 3286], [5274, 3286], [5275, 3285], [5280, 3285], [5281, 3286], [5284, 3286], [5288, 3288], [5293, 3294], [5293, 3296], [5294, 3297], [5293, 3303], [5290, 3309], [5285, 3314], [5285, 3315], [5284, 3315], [5280, 3318], [5278, 3318], [5277, 3319], [5269, 3319]]
2829	[[3011, 3345], [3010, 3344], [3008, 3344], [3005, 3342], [3003, 3342], [2995, 3338], [2992, 3336], [2991, 3334], [2991, 3331], [2990, 3330], [2991, 3328], [2991, 3325], [2995, 3319], [3004, 3314], [3006, 3314], [3007, 3313], [3015, 3313], [3016, 3312], [3020, 3312], [3026, 3315], [3032, 3322], [3032, 3324], [3033, 3325], [3033, 3330], [3032, 3331], [3031, 3335], [3024, 3342], [3023, 3342], [3019, 3345], [3011, 3345]]
2830	[[1858, 3350], [1854, 3349], [1853, 3348], [1851, 3348], [1835, 3340], [1832, 3338], [1830, 3329], [1831, 3328], [1831, 3325], [1834, 3319], [1835, 3313], [1837, 3310], [1836, 3308], [1837, 3299], [1841, 3301], [1845, 3301], [1846, 3302], [1848, 3301], [1851, 3301], [1852, 3300], [1864, 3299], [1867, 3302], [1868, 3302], [1874, 3310], [1874, 3312], [1875, 3313], [1875, 3315], [1874, 3316], [1875, 3317], [1874, 3318], [1874, 3323], [1873, 3324], [1873, 3328], [1872, 3329], [1871, 3334], [1869, 3336], [1867, 3341], [1863, 3345], [1863, 3346], [1858, 3350]]
2831	[[1848, 3374], [1847, 3372], [1846, 3371], [1846, 3369], [1845, 3368], [1845, 3365], [1844, 3364], [1845, 3362], [1845, 3356], [1844, 3355], [1844, 3353], [1838, 3348], [1835, 3348], [1829, 3345], [1822, 3345], [1818, 3347], [1817, 3347], [1818, 3345], [1823, 3340], [1825, 3339], [1828, 3339], [1832, 3337], [1835, 3340], [1851, 3348], [1856, 3349], [1857, 3351], [1858, 3353], [1858, 3361], [1857, 3362], [1857, 3364], [1856, 3366], [1852, 3370], [1852, 3371], [1848, 3374]]
2832	[[3417, 3387], [3413, 3387], [3412, 3386], [3410, 3386], [3405, 3382], [3404, 3378], [3403, 3377], [3403, 3373], [3402, 3372], [3402, 3361], [3401, 3359], [3406, 3353], [3406, 3352], [3408, 3351], [3413, 3346], [3418, 3346], [3422, 3348], [3426, 3353], [3432, 3365], [3432, 3375], [3430, 3379], [3426, 3383], [3420, 3386], [3418, 3386], [3417, 3387]]
2833	[[2112, 3413], [2109, 3410], [2110, 3402], [2106, 3397], [2101, 3386], [2099, 3384], [2105, 3379], [2108, 3372], [2116, 3361], [2118, 3361], [2122, 3359], [2129, 3359], [2130, 3360], [2133, 3360], [2134, 3361], [2137, 3361], [2139, 3362], [2139, 3365], [2138, 3366], [2138, 3369], [2137, 3370], [2137, 3378], [2138, 3379], [2138, 3381], [2148, 3382], [2134, 3385], [2129, 3390], [2129, 3391], [2123, 3398], [2122, 3400], [2123, 3401], [2122, 3406], [2122, 3406], [2121, 3404], [2119, 3405], [2115, 3409], [2116, 3413], [2112, 3413]]
2836	[[2454, 3443], [2450, 3445], [2445, 3445], [2437, 3437], [2428, 3433], [2428, 3430], [2427, 3429], [2427, 3424], [2428, 3423], [2429, 3417], [2431, 3413], [2434, 3410], [2438, 3410], [2439, 3411], [2443, 3411], [2444, 3412], [2446, 3412], [2452, 3415], [2459, 3422], [2459, 3424], [2460, 3425], [2460, 3433], [2459, 3434], [2459, 3436], [2457, 3440], [2454, 3443]]
2837	[[1301, 3465], [1300, 3464], [1300, 3436], [1305, 3431], [1311, 3431], [1316, 3436], [1317, 3440], [1318, 3441], [1318, 3446], [1317, 3447], [1316, 3454], [1313, 3460], [1309, 3464], [1307, 3464], [1306, 3465], [1301, 3465]]
2839	[[2240, 3527], [2237, 3526], [2237, 3521], [2238, 3520], [2238, 3518], [2240, 3514], [2240, 3511], [2238, 3507], [2237, 3498], [2234, 3492], [2234, 3488], [2245, 3481], [2256, 3481], [2258, 3482], [2263, 3488], [2264, 3490], [2264, 3493], [2265, 3494], [2265, 3499], [2262, 3502], [2262, 3503], [2259, 3506], [2259, 3507], [2250, 3516], [2250, 3517], [2246, 3520], [2246, 3521], [2243, 3524], [2242, 3527], [2240, 3527]]
2840	[[2310, 3531], [2307, 3529], [2305, 3525], [2305, 3516], [2308, 3512], [2308, 3511], [2313, 3505], [2314, 3501], [2325, 3500], [2326, 3499], [2335, 3499], [2336, 3498], [2338, 3498], [2342, 3496], [2342, 3498], [2341, 3499], [2341, 3503], [2342, 3504], [2342, 3506], [2343, 3507], [2343, 3509], [2344, 3510], [2344, 3512], [2346, 3516], [2346, 3519], [2345, 3520], [2345, 3523], [2344, 3524], [2344, 3528], [2336, 3534], [2324, 3533], [2323, 3532], [2321, 3533], [2318, 3533], [2317, 3532], [2313, 3532], [2312, 3531], [2310, 3531]]
2841	[[6041, 3579], [6035, 3579], [6028, 3573], [6025, 3567], [6025, 3564], [6023, 3560], [6023, 3551], [6026, 3547], [6030, 3545], [6037, 3545], [6038, 3546], [6040, 3546], [6043, 3548], [6047, 3549], [6051, 3553], [6053, 3557], [6053, 3559], [6054, 3560], [6054, 3567], [6053, 3568], [6053, 3570], [6047, 3576], [6045, 3576], [6041, 3579]]
2842	[[1497, 3620], [1496, 3620], [1492, 3623], [1486, 3624], [1485, 3625], [1473, 3625], [1469, 3622], [1468, 3622], [1465, 3620], [1461, 3613], [1461, 3605], [1462, 3604], [1462, 3601], [1467, 3592], [1467, 3590], [1470, 3587], [1472, 3586], [1481, 3586], [1482, 3587], [1489, 3588], [1495, 3591], [1498, 3595], [1499, 3597], [1499, 3601], [1500, 3602], [1500, 3614], [1499, 3615], [1499, 3617], [1497, 3620]]
2844	[[3129, 3698], [3128, 3697], [3124, 3696], [3120, 3693], [3118, 3689], [3118, 3682], [3119, 3681], [3119, 3679], [3121, 3675], [3124, 3672], [3124, 3671], [3126, 3670], [3129, 3667], [3130, 3667], [3133, 3664], [3134, 3664], [3137, 3661], [3138, 3661], [3139, 3663], [3140, 3666], [3142, 3668], [3143, 3671], [3155, 3683], [3149, 3690], [3148, 3690], [3142, 3695], [3136, 3698], [3129, 3698]]
2845	[[6106, 3706], [6102, 3704], [6098, 3701], [6098, 3700], [6095, 3696], [6095, 3694], [6094, 3693], [6094, 3689], [6093, 3688], [6093, 3680], [6097, 3676], [6098, 3676], [6100, 3674], [6101, 3674], [6103, 3672], [6109, 3669], [6115, 3664], [6116, 3664], [6121, 3670], [6121, 3670], [6119, 3669], [6117, 3667], [6115, 3668], [6118, 3674], [6118, 3678], [6122, 3685], [6122, 3690], [6117, 3700], [6114, 3703], [6114, 3704], [6110, 3706], [6106, 3706]]
2847	[[2616, 3673], [2616, 3674], [2616, 3674], [2615, 3674], [2616, 3673]]
2848	[[2600, 3688], [2607, 3683], [2609, 3683], [2613, 3681], [2614, 3682], [2610, 3684], [2608, 3684], [2601, 3688], [2600, 3688]]
2849	[[2490, 3736], [2486, 3734], [2484, 3732], [2481, 3731], [2475, 3725], [2474, 3721], [2473, 3720], [2473, 3713], [2474, 3712], [2473, 3710], [2476, 3706], [2476, 3705], [2480, 3701], [2480, 3700], [2488, 3692], [2488, 3691], [2495, 3684], [2496, 3682], [2504, 3682], [2504, 3683], [2503, 3684], [2505, 3686], [2506, 3691], [2508, 3694], [2508, 3699], [2507, 3700], [2508, 3701], [2507, 3714], [2504, 3720], [2500, 3724], [2500, 3725], [2497, 3728], [2497, 3729], [2490, 3736]]
2850	[[1346, 3758], [1338, 3760], [1337, 3759], [1335, 3759], [1331, 3757], [1328, 3755], [1324, 3747], [1324, 3745], [1323, 3744], [1323, 3740], [1322, 3739], [1323, 3738], [1323, 3735], [1325, 3731], [1329, 3726], [1334, 3730], [1338, 3730], [1339, 3731], [1347, 3731], [1348, 3732], [1353, 3733], [1355, 3737], [1355, 3746], [1351, 3754], [1346, 3758]]
2851	[[2785, 3793], [2780, 3787], [2778, 3787], [2777, 3786], [2773, 3786], [2761, 3792], [2754, 3786], [2750, 3778], [2749, 3766], [2748, 3765], [2748, 3761], [2747, 3759], [2750, 3755], [2750, 3754], [2755, 3749], [2760, 3747], [2765, 3743], [2767, 3744], [2790, 3745], [2790, 3748], [2791, 3749], [2791, 3752], [2792, 3753], [2792, 3757], [2793, 3758], [2794, 3764], [2790, 3769], [2785, 3779], [2785, 3784], [2786, 3785], [2786, 3792], [2785, 3793]]
2852	[[2959, 3723], [2960, 3721], [2965, 3716], [2969, 3715], [2970, 3714], [2975, 3714], [2976, 3715], [2979, 3715], [2981, 3719], [2981, 3719], [2975, 3716], [2970, 3716], [2969, 3717], [2965, 3718], [2960, 3723], [2959, 3723]]
2853	[[5664, 3809], [5661, 3806], [5660, 3806], [5645, 3792], [5645, 3791], [5642, 3788], [5641, 3782], [5640, 3781], [5640, 3779], [5642, 3776], [5642, 3773], [5643, 3771], [5645, 3770], [5651, 3764], [5657, 3761], [5660, 3758], [5661, 3759], [5662, 3764], [5667, 3774], [5667, 3776], [5668, 3777], [5668, 3779], [5669, 3780], [5669, 3782], [5670, 3783], [5670, 3785], [5672, 3789], [5673, 3797], [5674, 3798], [5674, 3801], [5675, 3802], [5672, 3803], [5664, 3809]]
2854	[[2608, 3808], [2602, 3805], [2600, 3803], [2600, 3795], [2597, 3789], [2597, 3786], [2595, 3782], [2595, 3779], [2593, 3776], [2594, 3773], [2602, 3765], [2608, 3762], [2611, 3759], [2617, 3756], [2619, 3754], [2624, 3754], [2632, 3758], [2637, 3759], [2639, 3762], [2640, 3767], [2643, 3771], [2640, 3774], [2636, 3783], [2633, 3786], [2631, 3790], [2624, 3797], [2624, 3798], [2620, 3802], [2620, 3803], [2619, 3803], [2614, 3807], [2608, 3808]]
2855	[[1516, 3832], [1507, 3832], [1505, 3831], [1502, 3828], [1501, 3828], [1495, 3822], [1495, 3811], [1498, 3805], [1498, 3803], [1503, 3798], [1509, 3795], [1514, 3795], [1520, 3798], [1522, 3800], [1523, 3800], [1528, 3806], [1529, 3808], [1529, 3816], [1528, 3817], [1527, 3821], [1520, 3828], [1520, 3829], [1519, 3829], [1516, 3832]]
2856	[[1385, 3859], [1381, 3858], [1380, 3857], [1378, 3857], [1376, 3855], [1375, 3851], [1365, 3842], [1365, 3841], [1362, 3837], [1362, 3834], [1360, 3831], [1360, 3829], [1358, 3825], [1358, 3822], [1360, 3820], [1360, 3818], [1362, 3816], [1362, 3814], [1365, 3813], [1370, 3810], [1371, 3811], [1374, 3811], [1375, 3812], [1386, 3812], [1387, 3813], [1389, 3813], [1394, 3818], [1394, 3819], [1396, 3821], [1400, 3828], [1406, 3834], [1406, 3835], [1403, 3838], [1403, 3841], [1402, 3842], [1402, 3846], [1401, 3848], [1396, 3852], [1391, 3852], [1387, 3854], [1385, 3859]]
2857	[[3058, 3909], [3055, 3908], [3051, 3904], [3050, 3904], [3040, 3896], [3034, 3895], [3034, 3893], [3035, 3892], [3035, 3887], [3036, 3886], [3037, 3874], [3039, 3870], [3045, 3864], [3049, 3862], [3061, 3862], [3062, 3863], [3065, 3863], [3069, 3865], [3074, 3871], [3077, 3877], [3077, 3879], [3078, 3880], [3078, 3890], [3075, 3894], [3075, 3895], [3070, 3900], [3069, 3900], [3058, 3909]]
2858	[[2853, 3861], [2853, 3862], [2853, 3862], [2852, 3862], [2853, 3861]]
2859	[[2536, 3959], [2531, 3957], [2523, 3952], [2523, 3943], [2524, 3942], [2524, 3940], [2525, 3939], [2525, 3937], [2526, 3936], [2526, 3934], [2528, 3930], [2532, 3927], [2534, 3927], [2535, 3926], [2539, 3926], [2544, 3929], [2544, 3947], [2545, 3949], [2541, 3956], [2536, 3959]]
2860	[[2963, 3961], [2955, 3953], [2957, 3950], [2955, 3946], [2955, 3941], [2949, 3935], [2949, 3934], [2954, 3929], [2954, 3928], [2959, 3922], [2959, 3921], [2966, 3914], [2967, 3911], [2969, 3910], [2971, 3912], [2978, 3913], [2982, 3915], [2987, 3921], [2988, 3924], [2991, 3927], [2992, 3930], [2995, 3932], [2994, 3935], [2996, 3936], [2988, 3946], [2987, 3946], [2984, 3949], [2983, 3949], [2978, 3953], [2976, 3953], [2971, 3957], [2963, 3961]]
2861	[[3782, 3974], [3781, 3974], [3778, 3977], [3774, 3979], [3767, 3979], [3766, 3978], [3764, 3978], [3763, 3977], [3761, 3977], [3757, 3975], [3754, 3975], [3753, 3974], [3751, 3974], [3747, 3972], [3743, 3969], [3743, 3967], [3740, 3963], [3740, 3960], [3739, 3959], [3739, 3952], [3745, 3947], [3747, 3947], [3750, 3945], [3753, 3945], [3756, 3943], [3758, 3943], [3761, 3946], [3765, 3948], [3767, 3948], [3768, 3949], [3772, 3949], [3773, 3950], [3776, 3950], [3780, 3952], [3784, 3957], [3785, 3961], [3786, 3962], [3786, 3967], [3785, 3968], [3785, 3970], [3782, 3974]]
2862	[[1464, 3951], [1460, 3955], [1458, 3956], [1455, 3956], [1454, 3957], [1448, 3956], [1447, 3955], [1445, 3955], [1439, 3952], [1436, 3949], [1436, 3939], [1438, 3936], [1438, 3934], [1451, 3933], [1452, 3934], [1454, 3934], [1460, 3937], [1464, 3942], [1465, 3944], [1465, 3949], [1464, 3951]]
2863	[[4531, 3993], [4527, 3991], [4524, 3989], [4522, 3985], [4522, 3982], [4521, 3981], [4521, 3974], [4522, 3973], [4522, 3969], [4523, 3968], [4523, 3966], [4524, 3965], [4526, 3957], [4530, 3953], [4533, 3953], [4534, 3952], [4542, 3953], [4543, 3954], [4548, 3955], [4552, 3959], [4554, 3963], [4554, 3973], [4553, 3974], [4553, 3977], [4551, 3981], [4548, 3984], [4544, 3986], [4540, 3990], [4539, 3990], [4537, 3992], [4531, 3993]]
2864	[[4320, 4017], [4315, 4017], [4309, 4014], [4304, 4009], [4302, 4005], [4302, 4003], [4301, 4002], [4301, 3997], [4300, 3996], [4301, 3994], [4301, 3991], [4302, 3989], [4308, 3983], [4310, 3982], [4315, 3982], [4316, 3983], [4320, 3984], [4326, 3993], [4326, 3995], [4327, 3996], [4327, 4000], [4328, 4002], [4327, 4003], [4327, 4007], [4326, 4008], [4326, 4010], [4324, 4014], [4320, 4017]]
2865	[[1916, 4016], [1910, 4019], [1902, 4019], [1901, 4018], [1899, 4018], [1894, 4014], [1892, 4010], [1892, 4008], [1891, 4007], [1890, 4000], [1891, 3999], [1892, 3995], [1896, 3990], [1898, 3989], [1904, 3989], [1905, 3990], [1907, 3990], [1911, 3992], [1918, 4000], [1919, 4002], [1919, 4012], [1916, 4016]]
2866	[[5621, 4049], [5615, 4049], [5608, 4045], [5608, 4044], [5604, 4040], [5600, 4032], [5600, 4030], [5592, 4016], [5591, 4010], [5592, 4009], [5593, 4003], [5598, 3997], [5602, 3995], [5606, 3995], [5607, 3996], [5609, 3996], [5612, 3999], [5613, 4000], [5617, 4008], [5619, 4010], [5621, 4014], [5621, 4016], [5623, 4019], [5623, 4021], [5625, 4025], [5625, 4029], [5627, 4033], [5627, 4040], [5626, 4041], [5625, 4045], [5621, 4049]]
2867	[[6325, 4034], [6321, 4034], [6317, 4032], [6315, 4030], [6312, 4029], [6307, 4025], [6307, 4023], [6303, 4015], [6303, 4010], [6304, 4009], [6304, 4007], [6315, 3996], [6319, 3994], [6329, 3994], [6330, 3995], [6337, 3995], [6338, 3994], [6343, 3994], [6346, 3996], [6350, 3996], [6350, 3997], [6347, 3999], [6348, 4000], [6348, 4003], [6347, 4004], [6347, 4009], [6345, 4012], [6345, 4014], [6344, 4015], [6343, 4019], [6340, 4022], [6340, 4023], [6332, 4031], [6328, 4033], [6326, 4033], [6325, 4034]]
2868	[[2882, 4060], [2878, 4060], [2869, 4055], [2855, 4042], [2854, 4040], [2855, 4037], [2857, 4039], [2859, 4039], [2860, 4040], [2864, 4039], [2871, 4031], [2871, 4029], [2872, 4028], [2874, 4021], [2876, 4023], [2883, 4023], [2884, 4024], [2887, 4024], [2896, 4029], [2898, 4033], [2898, 4041], [2896, 4045], [2890, 4052], [2888, 4056], [2886, 4058], [2882, 4060]]
2869	[[3309, 4045], [3308, 4043], [3305, 4042], [3299, 4037], [3300, 4036], [3300, 4025], [3291, 4014], [3287, 4013], [3284, 4012], [3284, 4010], [3282, 4007], [3282, 4006], [3284, 4004], [3285, 4004], [3291, 4009], [3294, 4009], [3295, 4010], [3300, 4010], [3301, 4009], [3308, 4009], [3315, 4004], [3317, 4003], [3318, 4004], [3318, 4009], [3317, 4011], [3319, 4014], [3319, 4020], [3318, 4021], [3318, 4023], [3314, 4027], [3314, 4031], [3313, 4032], [3313, 4034], [3312, 4035], [3312, 4037], [3311, 4038], [3311, 4040], [3309, 4043], [3309, 4045]]
2870	[[5130, 4063], [5125, 4063], [5121, 4061], [5113, 4055], [5112, 4055], [5108, 4052], [5107, 4048], [5106, 4047], [5106, 4041], [5112, 4029], [5124, 4018], [5128, 4016], [5132, 4017], [5134, 4019], [5135, 4023], [5137, 4026], [5137, 4029], [5138, 4030], [5139, 4037], [5141, 4041], [5141, 4051], [5140, 4052], [5139, 4056], [5134, 4061], [5130, 4063]]
2871	[[6078, 4061], [6077, 4061], [6078, 4059], [6077, 4057], [6075, 4057], [6071, 4055], [6065, 4055], [6060, 4051], [6058, 4047], [6059, 4046], [6058, 4043], [6057, 4041], [6056, 4044], [6050, 4037], [6051, 4036], [6052, 4037], [6058, 4037], [6062, 4033], [6066, 4031], [6068, 4031], [6069, 4030], [6075, 4033], [6079, 4037], [6080, 4037], [6085, 4045], [6086, 4049], [6087, 4050], [6087, 4052], [6086, 4054], [6078, 4061]]
2873	[[6114, 4092], [6112, 4093], [6108, 4090], [6105, 4084], [6099, 4076], [6098, 4076], [6093, 4072], [6089, 4071], [6087, 4069], [6084, 4069], [6084, 4067], [6086, 4063], [6085, 4061], [6086, 4060], [6086, 4053], [6088, 4050], [6095, 4057], [6100, 4070], [6103, 4072], [6106, 4079], [6112, 4087], [6112, 4089], [6114, 4092], [6114, 4092]]
2874	[[6062, 4131], [6062, 4132], [6062, 4132], [6061, 4132], [6062, 4131]]
2875	[[3399, 4143], [3398, 4142], [3395, 4142], [3395, 4140], [3394, 4139], [3393, 4135], [3391, 4133], [3391, 4132], [3383, 4124], [3384, 4123], [3384, 4107], [3385, 4106], [3386, 4102], [3391, 4097], [3395, 4095], [3397, 4095], [3399, 4093], [3401, 4093], [3405, 4090], [3418, 4103], [3419, 4105], [3418, 4106], [3419, 4107], [3419, 4111], [3421, 4114], [3421, 4119], [3419, 4123], [3406, 4135], [3405, 4138], [3402, 4141], [3402, 4142], [3401, 4143], [3399, 4143]]
